deal_id,property_id,listing_agent_id,buyer_agent_id,office_id,side,status,list_date,contract_date,close_date,cancellation_date,stage_at_cancellation,sale_price,commission_rate,agent_split,gci,lead_source,title_vendor,lender,escrow_company,has_home_warranty
DEAL-07833,PRP-07833,AGT-0263,AGT-0280,OFF-003,dual,closed,2024-04-26,2024-07-08,2024-08-29,,,284155.63,0.0512,0.65,9456.7,open_house,First American Title,Chase,Chicago Title Escrow,True
DEAL-07834,PRP-07834,AGT-0195,AGT-0272,OFF-001,listing,under_contract,2024-08-15,2024-10-26,,,,623875.44,0.061,0.7,,zillow,First American Title,Cash / Unknown,In-House Escrow,True
DEAL-07835,PRP-07835,AGT-0149,AGT-0451,OFF-016,dual,financing,2025-10-18,2025-11-22,,,,855614.25,0.052,0.69,,sphere,Stewart Title,Cash / Unknown,Old Republic Escrow,True
DEAL-07836,PRP-07836,AGT-0246,AGT-0298,OFF-012,dual,cancelled,2025-06-17,2025-07-14,,2025-09-21,Inspection,,0.0502,0.76,,zillow,Stewart Title,Rocket Mortgage,Old Republic Escrow,True
DEAL-07837,PRP-07837,AGT-0266,AGT-0374,OFF-016,dual,pending_close,2026-01-19,2026-02-07,,,,307442.81,0.063,0.63,,zillow,Fidelity National,Rocket Mortgage,In-House Escrow,False
DEAL-07838,PRP-07838,AGT-0005,AGT-0417,OFF-012,listing,listed,2024-10-20,,,,,,0.0609,0.67,,social_media,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07839,PRP-07839,AGT-0007,AGT-0466,OFF-010,dual,cancelled,2025-10-13,2025-12-21,,2026-03-06,Contract,,0.0551,0.61,,realtor_com,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-07840,PRP-07840,AGT-0009,AGT-0102,OFF-014,dual,closed,2025-03-10,2025-03-30,2025-05-14,,,393276.33,0.0646,0.76,19308.29,brokerage_lead,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07841,PRP-07841,AGT-0276,AGT-0416,OFF-006,buyer,closed,2026-02-20,2026-03-20,2026-04-20,,,269666.68,0.0501,0.64,8646.59,referral,Stewart Title,US Bank,In-House Escrow,False
DEAL-07842,PRP-07842,AGT-0043,AGT-0427,OFF-007,listing,closed,2024-02-20,2024-05-09,2024-07-02,,,325904.13,0.057,0.7,13003.57,sign_call,First American Title,US Bank,In-House Escrow,False
DEAL-07843,PRP-07843,AGT-0318,AGT-0156,OFF-009,buyer,closed,2024-01-05,2024-04-01,2024-05-13,,,405102.75,0.0617,0.85,21245.61,zillow,In-House Title,US Bank,Chicago Title Escrow,False
DEAL-07844,PRP-07844,AGT-0273,AGT-0211,OFF-011,dual,closed,2025-07-04,2025-09-20,2025-11-20,,,329408.92,0.0454,0.8,11964.13,sphere,Fidelity National,Chase,Old Republic Escrow,True
DEAL-07845,PRP-07845,AGT-0126,AGT-0325,OFF-019,dual,closed,2024-11-03,2024-11-21,2025-01-07,,,198827.73,0.0595,0.7,8281.17,realtor_com,In-House Title,Chase,Old Republic Escrow,False
DEAL-07846,PRP-07846,AGT-0460,AGT-0249,OFF-009,dual,cancelled,2026-02-20,2026-03-27,,2026-05-23,Title,,0.0643,0.72,,sign_call,First American Title,Chase,In-House Escrow,False
DEAL-07847,PRP-07847,AGT-0384,AGT-0010,OFF-023,dual,closed,2024-01-18,2024-04-13,2024-06-05,,,790051.4,0.0527,0.75,31226.78,zillow,In-House Title,Chase,Old Republic Escrow,False
DEAL-07848,PRP-07848,AGT-0483,AGT-0201,OFF-017,listing,closed,2024-05-07,2024-07-10,2024-08-29,,,237054.79,0.0524,0.78,9688.9,sphere,Fidelity National,Cash / Unknown,Chicago Title Escrow,False
DEAL-07849,PRP-07849,AGT-0173,AGT-0298,OFF-009,buyer,closed,2024-05-01,2024-06-25,2024-07-27,,,339958.04,0.0642,0.65,14186.45,social_media,First American Title,Bank of America,Chicago Title Escrow,False
DEAL-07850,PRP-07850,AGT-0126,AGT-0318,OFF-019,dual,closed,2026-02-20,2026-03-28,2026-05-15,,,490535.04,0.0522,0.7,17924.15,social_media,In-House Title,Cash / Unknown,In-House Escrow,True
DEAL-07851,PRP-07851,AGT-0335,AGT-0188,OFF-014,listing,closed,2026-01-23,2026-02-09,2026-03-07,,,528847.86,0.0595,0.68,21397.18,open_house,First American Title,Wells Fargo,Chicago Title Escrow,False
DEAL-07852,PRP-07852,AGT-0497,AGT-0132,OFF-004,listing,closed,2025-08-15,2025-09-15,2025-10-18,,,298511.88,0.0497,0.73,10830.31,social_media,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-07853,PRP-07853,AGT-0094,AGT-0225,OFF-009,dual,closed,2024-04-09,2024-06-07,2024-07-28,,,257587.61,0.0574,0.61,9019.17,social_media,In-House Title,Rocket Mortgage,Old Republic Escrow,True
DEAL-07854,PRP-07854,AGT-0155,AGT-0440,OFF-013,listing,title,2024-12-21,2025-03-08,,,,224956.97,0.0532,0.73,,social_media,First American Title,US Bank,Old Republic Escrow,False
DEAL-07855,PRP-07855,AGT-0406,AGT-0074,OFF-019,listing,closed,2025-04-24,2025-05-18,2025-07-21,,,367299.12,0.0495,0.69,12545.1,sphere,In-House Title,Rocket Mortgage,Old Republic Escrow,False
DEAL-07856,PRP-07856,AGT-0468,AGT-0287,OFF-019,buyer,closed,2025-05-11,2025-07-01,2025-08-16,,,954391.78,0.0509,0.78,37891.26,referral,Stewart Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-07857,PRP-07857,AGT-0432,AGT-0377,OFF-014,listing,closed,2025-07-24,2025-09-09,2025-11-08,,,333337.68,0.065,0.77,16683.55,social_media,Fidelity National,Rocket Mortgage,Old Republic Escrow,True
DEAL-07858,PRP-07858,AGT-0300,AGT-0380,OFF-014,listing,title,2025-06-23,2025-08-18,,,,290756.06,0.0578,0.7,,sphere,Stewart Title,US Bank,Chicago Title Escrow,False
DEAL-07859,PRP-07859,AGT-0093,AGT-0376,OFF-009,buyer,appraisal,2024-03-23,2024-04-13,,,,390902.35,0.0631,0.87,,open_house,In-House Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-07860,PRP-07860,AGT-0323,AGT-0024,OFF-001,listing,cancelled,2026-02-20,2026-04-14,,2026-06-14,Appraisal,,0.0609,0.65,,zillow,First American Title,Bank of America,In-House Escrow,True
DEAL-07861,PRP-07861,AGT-0082,AGT-0458,OFF-009,listing,closed,2024-12-16,2025-03-15,2025-04-25,,,218700.3,0.0567,0.68,8432.21,brokerage_lead,Stewart Title,Rocket Mortgage,In-House Escrow,False
DEAL-07862,PRP-07862,AGT-0248,AGT-0488,OFF-023,listing,cancelled,2025-06-20,2025-07-03,,2025-09-10,Appraisal,,0.054,0.86,,social_media,In-House Title,Bank of America,In-House Escrow,False
DEAL-07863,PRP-07863,AGT-0225,AGT-0076,OFF-012,buyer,closed,2025-08-05,2025-10-19,2025-11-27,,,343621.53,0.047,0.74,11951.16,referral,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07864,PRP-07864,AGT-0314,AGT-0315,OFF-017,listing,closed,2025-03-17,2025-05-12,2025-06-09,,,425968.27,0.0531,0.72,16285.62,referral,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-07865,PRP-07865,AGT-0242,AGT-0490,OFF-012,buyer,appraisal,2024-05-22,2024-06-26,,,,478029.5,0.0517,0.74,,sphere,In-House Title,US Bank,Chicago Title Escrow,True
DEAL-07866,PRP-07866,AGT-0167,AGT-0404,OFF-012,listing,closed,2025-05-03,2025-07-02,2025-08-18,,,306379.73,0.0643,0.66,13002.14,realtor_com,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07867,PRP-07867,AGT-0427,AGT-0061,OFF-017,dual,closed,2024-07-14,2024-07-20,2024-08-26,,,320422.98,0.0585,0.69,12933.87,brokerage_lead,Fidelity National,Rocket Mortgage,Old Republic Escrow,True
DEAL-07868,PRP-07868,AGT-0201,AGT-0313,OFF-015,buyer,appraisal,2024-07-26,2024-10-20,,,,354638.33,0.0624,0.6,,social_media,Fidelity National,Bank of America,Old Republic Escrow,False
DEAL-07869,PRP-07869,AGT-0197,AGT-0360,OFF-001,buyer,closed,2025-04-28,2025-07-21,2025-09-09,,,372879.79,0.0542,0.68,13742.86,referral,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07870,PRP-07870,AGT-0059,AGT-0230,OFF-005,listing,cancelled,2024-01-03,2024-03-23,,2024-05-29,Inspection,,0.0567,0.63,,brokerage_lead,Fidelity National,Rocket Mortgage,In-House Escrow,True
DEAL-07871,PRP-07871,AGT-0179,AGT-0411,OFF-002,buyer,inspection,2026-01-07,2026-03-31,,,,346465.45,0.0582,0.72,,sphere,Fidelity National,Wells Fargo,In-House Escrow,True
DEAL-07872,PRP-07872,AGT-0167,AGT-0344,OFF-012,dual,closed,2024-09-07,2024-11-22,2024-12-30,,,345666.35,0.0602,0.66,13734.02,realtor_com,First American Title,Rocket Mortgage,In-House Escrow,False
DEAL-07873,PRP-07873,AGT-0053,AGT-0237,OFF-007,listing,closed,2025-11-21,2025-12-19,2026-01-21,,,244967.42,0.0539,0.7,9242.62,zillow,First American Title,Rocket Mortgage,In-House Escrow,False
DEAL-07874,PRP-07874,AGT-0331,AGT-0093,OFF-007,listing,closed,2025-10-01,2025-12-12,2026-01-31,,,190098.69,0.0551,0.83,8693.78,sphere,First American Title,Chase,In-House Escrow,False
DEAL-07875,PRP-07875,AGT-0297,AGT-0094,OFF-008,buyer,closed,2025-01-20,2025-04-15,2025-05-09,,,243347.03,0.0486,0.61,7214.27,sign_call,First American Title,Chase,Old Republic Escrow,False
DEAL-07876,PRP-07876,AGT-0104,AGT-0352,OFF-011,dual,closed,2024-05-30,2024-08-04,2024-09-11,,,243638.57,0.0471,0.66,7573.75,past_client,In-House Title,Bank of America,Chicago Title Escrow,True
DEAL-07877,PRP-07877,AGT-0337,AGT-0441,OFF-009,dual,cancelled,2025-08-24,2025-10-16,,2025-11-14,Financing,,0.0535,0.66,,sphere,Stewart Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-07878,PRP-07878,AGT-0081,AGT-0360,OFF-012,listing,financing,2025-05-21,2025-07-23,,,,269858.21,0.0504,0.69,,social_media,Stewart Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-07879,PRP-07879,AGT-0057,AGT-0066,OFF-004,dual,closed,2024-11-05,2025-01-11,2025-03-03,,,175412.52,0.0486,0.65,5541.28,zillow,In-House Title,Chase,In-House Escrow,False
DEAL-07880,PRP-07880,AGT-0441,AGT-0432,OFF-020,dual,closed,2026-01-14,2026-02-26,2026-04-05,,,140102.48,0.0554,0.73,5666.02,zillow,Fidelity National,Cash / Unknown,Old Republic Escrow,False
DEAL-07881,PRP-07881,AGT-0094,AGT-0299,OFF-009,buyer,title,2025-04-18,2025-06-19,,,,457234.2,0.0517,0.76,,sign_call,In-House Title,Chase,Chicago Title Escrow,False
DEAL-07882,PRP-07882,AGT-0343,AGT-0214,OFF-015,dual,closed,2024-10-01,2024-11-13,2024-12-07,,,278852.84,0.0517,0.73,10524.19,brokerage_lead,First American Title,Rocket Mortgage,Old Republic Escrow,False
DEAL-07883,PRP-07883,AGT-0099,AGT-0213,OFF-003,dual,closed,2024-08-06,2024-10-20,2024-11-23,,,282510.19,0.062,0.72,12611.25,realtor_com,In-House Title,Rocket Mortgage,In-House Escrow,False
DEAL-07884,PRP-07884,AGT-0016,AGT-0387,OFF-001,listing,closed,2024-06-28,2024-07-16,2024-08-11,,,266370.29,0.0576,0.69,10586.62,zillow,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-07885,PRP-07885,AGT-0268,AGT-0386,OFF-018,buyer,closed,2025-12-23,2026-01-26,2026-03-10,,,525560.91,0.0456,0.66,15817.28,sphere,Fidelity National,Wells Fargo,Old Republic Escrow,False
DEAL-07886,PRP-07886,AGT-0313,AGT-0406,OFF-020,listing,closed,2025-11-23,2026-01-07,2026-02-15,,,216146.36,0.0458,0.6,5939.7,sign_call,In-House Title,Rocket Mortgage,In-House Escrow,False
DEAL-07887,PRP-07887,AGT-0243,AGT-0021,OFF-025,dual,closed,2026-02-20,2026-05-13,2026-06-30,,,170484.43,0.0478,0.68,5541.43,sphere,Stewart Title,Rocket Mortgage,Old Republic Escrow,True
DEAL-07888,PRP-07888,AGT-0297,AGT-0174,OFF-008,listing,closed,2024-06-03,2024-06-20,2024-08-16,,,426346.41,0.053,0.76,17173.23,zillow,First American Title,Cash / Unknown,Old Republic Escrow,True
DEAL-07889,PRP-07889,AGT-0031,AGT-0382,OFF-021,buyer,inspection,2024-03-26,2024-04-14,,,,295155.29,0.0604,0.7,,referral,First American Title,Cash / Unknown,In-House Escrow,True
DEAL-07890,PRP-07890,AGT-0481,AGT-0269,OFF-016,dual,closed,2025-12-13,2026-03-06,2026-04-05,,,250190.62,0.0615,0.69,10616.84,social_media,Stewart Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-07891,PRP-07891,AGT-0428,AGT-0040,OFF-012,dual,closed,2025-11-13,2025-12-21,2026-02-01,,,190762.33,0.0638,0.77,9371.39,realtor_com,Fidelity National,Rocket Mortgage,Chicago Title Escrow,True
DEAL-07892,PRP-07892,AGT-0334,AGT-0075,OFF-017,dual,cancelled,2026-02-18,2026-05-16,,2026-06-30,Contract,,0.0549,0.63,,sphere,In-House Title,Rocket Mortgage,In-House Escrow,True
DEAL-07893,PRP-07893,AGT-0177,AGT-0004,OFF-006,listing,closed,2024-12-24,2025-01-01,2025-02-09,,,382330.85,0.0546,0.87,18161.48,zillow,Fidelity National,US Bank,In-House Escrow,False
DEAL-07894,PRP-07894,AGT-0297,AGT-0413,OFF-008,listing,closed,2025-12-13,2026-03-03,2026-03-18,,,329815.19,0.0453,0.76,11354.88,open_house,Stewart Title,Wells Fargo,Old Republic Escrow,False
DEAL-07895,PRP-07895,AGT-0197,AGT-0110,OFF-001,dual,cancelled,2024-04-27,2024-07-22,,2024-08-19,Contract,,0.0543,0.6,,past_client,First American Title,Chase,In-House Escrow,True
DEAL-07896,PRP-07896,AGT-0356,AGT-0345,OFF-006,buyer,appraisal,2026-01-14,2026-02-10,,,,174315.12,0.046,0.68,,past_client,Stewart Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07897,PRP-07897,AGT-0377,AGT-0446,OFF-023,dual,closed,2024-07-21,2024-09-17,2024-11-02,,,399369.8,0.0559,0.75,16743.58,brokerage_lead,Stewart Title,Chase,Old Republic Escrow,False
DEAL-07898,PRP-07898,AGT-0446,AGT-0460,OFF-025,dual,closed,2026-02-20,2026-03-29,2026-04-25,,,341354.74,0.064,0.88,19225.1,brokerage_lead,First American Title,Wells Fargo,In-House Escrow,True
DEAL-07899,PRP-07899,AGT-0246,AGT-0114,OFF-012,buyer,closed,2024-08-09,2024-09-25,2024-11-02,,,294357.97,0.0535,0.74,11653.63,sign_call,Stewart Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-07900,PRP-07900,AGT-0023,AGT-0283,OFF-017,dual,closed,2024-03-06,2024-05-11,2024-06-13,,,346079.25,0.0525,0.73,13263.49,past_client,First American Title,Bank of America,In-House Escrow,True
DEAL-07901,PRP-07901,AGT-0155,AGT-0204,OFF-013,dual,closed,2025-06-03,2025-07-29,2025-09-15,,,203702.71,0.0579,0.73,8609.9,sphere,Stewart Title,US Bank,Old Republic Escrow,False
DEAL-07902,PRP-07902,AGT-0089,AGT-0334,OFF-021,listing,listed,2025-01-02,,,,,,0.0508,0.74,,brokerage_lead,Fidelity National,Chase,Chicago Title Escrow,True
DEAL-07903,PRP-07903,AGT-0142,AGT-0474,OFF-008,buyer,closed,2024-10-15,2024-10-28,2025-01-03,,,202532.01,0.0473,0.72,6897.43,zillow,Fidelity National,Chase,Old Republic Escrow,False
DEAL-07904,PRP-07904,AGT-0372,AGT-0112,OFF-004,buyer,closed,2024-09-24,2024-10-07,2024-11-04,,,292069.45,0.065,0.73,13858.7,referral,In-House Title,Rocket Mortgage,In-House Escrow,True
DEAL-07905,PRP-07905,AGT-0041,AGT-0234,OFF-022,buyer,cancelled,2026-02-20,2026-03-23,,2026-04-22,Inspection,,0.0482,0.63,,brokerage_lead,Fidelity National,Rocket Mortgage,In-House Escrow,False
DEAL-07906,PRP-07906,AGT-0343,AGT-0271,OFF-015,dual,closed,2024-07-08,2024-08-16,2024-09-18,,,865250.57,0.0643,0.73,40614.0,zillow,Stewart Title,Cash / Unknown,In-House Escrow,True
DEAL-07907,PRP-07907,AGT-0412,AGT-0434,OFF-016,listing,closed,2026-02-20,2026-04-17,2026-05-18,,,205524.11,0.0513,0.68,7169.5,open_house,First American Title,Wells Fargo,Old Republic Escrow,False
DEAL-07908,PRP-07908,AGT-0329,AGT-0138,OFF-014,listing,financing,2025-02-13,2025-04-17,,,,340364.24,0.0593,0.62,,brokerage_lead,First American Title,Wells Fargo,Old Republic Escrow,False
DEAL-07909,PRP-07909,AGT-0066,AGT-0202,OFF-007,dual,closed,2026-02-20,2026-03-21,2026-04-20,,,430894.79,0.0451,0.67,13020.35,past_client,Fidelity National,Wells Fargo,Old Republic Escrow,True
DEAL-07910,PRP-07910,AGT-0043,AGT-0461,OFF-007,buyer,pending_close,2025-05-01,2025-06-26,,,,255131.81,0.0483,0.66,,realtor_com,In-House Title,Chase,Old Republic Escrow,False
DEAL-07911,PRP-07911,AGT-0423,AGT-0371,OFF-005,dual,closed,2024-10-06,2024-12-20,2025-01-06,,,278938.74,0.0579,0.66,10659.37,open_house,Fidelity National,Rocket Mortgage,In-House Escrow,True
DEAL-07912,PRP-07912,AGT-0072,AGT-0351,OFF-017,listing,cancelled,2024-12-01,2025-01-13,,2025-02-19,Contract,,0.0613,0.63,,brokerage_lead,Fidelity National,Bank of America,Old Republic Escrow,False
DEAL-07913,PRP-07913,AGT-0209,AGT-0474,OFF-013,dual,closed,2026-02-20,2026-05-03,2026-06-09,,,147459.27,0.0472,0.69,4802.45,social_media,In-House Title,Wells Fargo,Old Republic Escrow,False
DEAL-07914,PRP-07914,AGT-0222,AGT-0293,OFF-006,listing,listed,2024-04-02,,,,,,0.0618,0.78,,sign_call,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-07915,PRP-07915,AGT-0341,AGT-0331,OFF-003,dual,closed,2025-03-15,2025-04-28,2025-06-08,,,143973.85,0.0639,0.75,6899.95,past_client,In-House Title,Chase,Chicago Title Escrow,False
DEAL-07916,PRP-07916,AGT-0237,AGT-0429,OFF-019,dual,closed,2025-05-14,2025-05-31,2025-07-12,,,1163133.68,0.0642,0.7,52271.23,past_client,First American Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07917,PRP-07917,AGT-0256,AGT-0489,OFF-012,buyer,closed,2025-11-16,2026-01-10,2026-03-11,,,230632.95,0.0527,0.84,10209.66,social_media,In-House Title,Bank of America,In-House Escrow,True
DEAL-07918,PRP-07918,AGT-0371,AGT-0353,OFF-024,buyer,cancelled,2024-05-24,2024-07-18,,2024-08-28,Appraisal,,0.0583,0.8,,sphere,In-House Title,Chase,Chicago Title Escrow,False
DEAL-07919,PRP-07919,AGT-0400,AGT-0128,OFF-023,listing,closed,2025-11-21,2025-12-27,2026-03-03,,,456510.23,0.0519,0.72,17058.87,past_client,Fidelity National,Chase,In-House Escrow,True
DEAL-07920,PRP-07920,AGT-0229,AGT-0197,OFF-013,buyer,closed,2026-02-20,2026-02-26,2026-04-05,,,206736.36,0.0636,0.6,7889.06,sphere,First American Title,US Bank,Chicago Title Escrow,False
DEAL-07921,PRP-07921,AGT-0012,AGT-0204,OFF-002,buyer,pending_close,2025-10-31,2026-01-10,,,,481770.59,0.0587,0.66,,social_media,First American Title,Cash / Unknown,In-House Escrow,False
DEAL-07922,PRP-07922,AGT-0050,AGT-0197,OFF-015,buyer,closed,2024-04-18,2024-05-07,2024-06-07,,,422197.07,0.0644,0.6,16313.69,brokerage_lead,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-07923,PRP-07923,AGT-0032,AGT-0241,OFF-006,listing,closed,2026-02-20,2026-05-02,2026-06-30,,,381381.3,0.0602,0.63,14464.27,social_media,In-House Title,Chase,Old Republic Escrow,False
DEAL-07924,PRP-07924,AGT-0356,AGT-0080,OFF-006,buyer,closed,2025-08-23,2025-09-04,2025-10-05,,,141633.03,0.0519,0.72,5292.54,sphere,In-House Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-07925,PRP-07925,AGT-0219,AGT-0466,OFF-006,buyer,closed,2024-12-30,2025-02-12,2025-03-02,,,352000.86,0.0545,0.71,13620.67,social_media,Fidelity National,Chase,Old Republic Escrow,True
DEAL-07926,PRP-07926,AGT-0316,AGT-0190,OFF-013,dual,closed,2024-03-23,2024-05-13,2024-06-16,,,188066.18,0.065,0.69,8434.77,open_house,Stewart Title,Wells Fargo,Old Republic Escrow,True
DEAL-07927,PRP-07927,AGT-0357,AGT-0330,OFF-013,listing,closed,2024-03-22,2024-05-21,2024-07-12,,,318153.68,0.0504,0.73,11705.51,brokerage_lead,In-House Title,Chase,In-House Escrow,False
DEAL-07928,PRP-07928,AGT-0046,AGT-0331,OFF-006,listing,closed,2024-02-05,2024-04-06,2024-05-15,,,296326.21,0.0577,0.68,11626.66,past_client,Fidelity National,Chase,Old Republic Escrow,True
DEAL-07929,PRP-07929,AGT-0062,AGT-0247,OFF-003,dual,under_contract,2024-05-26,2024-06-21,,,,172062.79,0.0631,0.64,,referral,First American Title,US Bank,Chicago Title Escrow,False
DEAL-07930,PRP-07930,AGT-0284,AGT-0235,OFF-005,buyer,closed,2025-06-21,2025-08-19,2025-09-15,,,195003.87,0.0563,0.72,7904.68,social_media,In-House Title,Wells Fargo,Old Republic Escrow,False
DEAL-07931,PRP-07931,AGT-0044,AGT-0234,OFF-005,dual,closed,2025-04-09,2025-06-19,2025-07-03,,,223109.79,0.0464,0.6,6211.38,social_media,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-07932,PRP-07932,AGT-0481,AGT-0262,OFF-016,listing,closed,2025-04-30,2025-05-18,2025-07-07,,,190204.16,0.0619,0.69,8123.81,open_house,Stewart Title,Bank of America,In-House Escrow,False
DEAL-07933,PRP-07933,AGT-0268,AGT-0019,OFF-018,dual,closed,2026-02-15,2026-03-26,2026-05-05,,,240640.69,0.0557,0.74,9918.73,realtor_com,Stewart Title,Cash / Unknown,Old Republic Escrow,True
DEAL-07934,PRP-07934,AGT-0436,AGT-0241,OFF-018,dual,closed,2026-02-20,2026-04-12,2026-05-26,,,182353.0,0.0638,0.76,8841.93,past_client,Stewart Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-07935,PRP-07935,AGT-0110,AGT-0207,OFF-009,listing,closed,2024-10-31,2024-12-08,2025-01-22,,,544082.38,0.0581,0.78,24656.73,brokerage_lead,Fidelity National,Chase,Old Republic Escrow,False
DEAL-07936,PRP-07936,AGT-0076,AGT-0329,OFF-021,buyer,cancelled,2024-10-06,2024-12-05,,2024-12-30,Inspection,,0.0536,0.62,,open_house,In-House Title,Chase,Old Republic Escrow,True
DEAL-07937,PRP-07937,AGT-0497,AGT-0263,OFF-004,listing,cancelled,2024-05-31,2024-06-16,,2024-07-09,Inspection,,0.0507,0.73,,sphere,In-House Title,US Bank,In-House Escrow,True
DEAL-07938,PRP-07938,AGT-0071,AGT-0465,OFF-025,buyer,under_contract,2026-02-20,2026-03-18,,,,250493.75,0.0621,0.69,,realtor_com,First American Title,Bank of America,In-House Escrow,True
DEAL-07939,PRP-07939,AGT-0267,AGT-0475,OFF-007,buyer,closed,2025-05-25,2025-08-18,2025-10-15,,,245823.47,0.0453,0.75,8351.85,open_house,First American Title,Wells Fargo,Old Republic Escrow,False
DEAL-07940,PRP-07940,AGT-0179,AGT-0468,OFF-002,listing,closed,2025-01-11,2025-03-18,2025-04-19,,,471937.96,0.0608,0.74,21233.43,realtor_com,In-House Title,Rocket Mortgage,Old Republic Escrow,False
DEAL-07941,PRP-07941,AGT-0424,AGT-0454,OFF-021,listing,closed,2026-02-20,2026-05-01,2026-05-27,,,468552.6,0.0459,0.73,15699.79,brokerage_lead,First American Title,Rocket Mortgage,In-House Escrow,False
DEAL-07942,PRP-07942,AGT-0006,AGT-0415,OFF-021,dual,closed,2025-07-30,2025-10-19,2025-11-14,,,214859.36,0.0564,0.68,8240.29,zillow,In-House Title,Chase,Old Republic Escrow,True
DEAL-07943,PRP-07943,AGT-0375,AGT-0071,OFF-021,dual,closed,2025-11-20,2025-12-16,2026-01-20,,,335953.28,0.0525,0.79,13933.66,sign_call,In-House Title,Rocket Mortgage,In-House Escrow,False
DEAL-07944,PRP-07944,AGT-0477,AGT-0233,OFF-023,dual,closed,2026-02-20,2026-03-29,2026-04-25,,,215526.06,0.0503,0.63,6829.81,sign_call,Stewart Title,Cash / Unknown,In-House Escrow,False
DEAL-07945,PRP-07945,AGT-0438,AGT-0317,OFF-004,buyer,closed,2025-04-08,2025-06-09,2025-07-24,,,163657.39,0.0572,0.8,7488.96,social_media,Fidelity National,US Bank,In-House Escrow,True
DEAL-07946,PRP-07946,AGT-0249,AGT-0473,OFF-014,buyer,title,2025-02-14,2025-03-27,,,,304795.69,0.0469,0.7,,sign_call,In-House Title,US Bank,In-House Escrow,False
DEAL-07947,PRP-07947,AGT-0086,AGT-0007,OFF-013,listing,closed,2026-02-20,2026-04-14,2026-05-26,,,374196.46,0.0571,0.69,14742.97,past_client,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-07948,PRP-07948,AGT-0470,AGT-0069,OFF-025,listing,closed,2025-10-28,2025-12-30,2026-01-14,,,293997.85,0.051,0.8,11995.11,sphere,In-House Title,Bank of America,In-House Escrow,True
DEAL-07949,PRP-07949,AGT-0455,AGT-0390,OFF-022,dual,closed,2026-02-20,2026-03-31,2026-05-05,,,400478.04,0.0637,0.78,19898.15,brokerage_lead,In-House Title,Wells Fargo,Old Republic Escrow,False
DEAL-07950,PRP-07950,AGT-0170,AGT-0474,OFF-004,listing,closed,2025-11-08,2025-12-07,2026-01-13,,,482819.16,0.0483,0.68,15857.71,sphere,In-House Title,Wells Fargo,In-House Escrow,True
DEAL-07951,PRP-07951,AGT-0197,AGT-0165,OFF-001,dual,cancelled,2025-08-20,2025-10-13,,2025-11-02,Financing,,0.0552,0.6,,open_house,In-House Title,US Bank,In-House Escrow,False
DEAL-07952,PRP-07952,AGT-0113,AGT-0139,OFF-008,dual,cancelled,2024-10-05,2024-12-09,,2025-01-19,Inspection,,0.0493,0.71,,open_house,First American Title,Cash / Unknown,Old Republic Escrow,False
DEAL-07953,PRP-07953,AGT-0065,AGT-0010,OFF-006,dual,closed,2024-12-24,2025-02-24,2025-03-28,,,308169.97,0.0488,0.78,11730.18,past_client,First American Title,Wells Fargo,In-House Escrow,True
DEAL-07954,PRP-07954,AGT-0153,AGT-0247,OFF-007,buyer,appraisal,2025-10-22,2025-11-12,,,,311993.01,0.0591,0.86,,brokerage_lead,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-07955,PRP-07955,AGT-0099,AGT-0481,OFF-003,listing,inspection,2026-02-06,2026-04-20,,,,193057.91,0.0608,0.72,,sign_call,Stewart Title,Cash / Unknown,In-House Escrow,False
DEAL-07956,PRP-07956,AGT-0309,AGT-0466,OFF-002,dual,closed,2025-01-02,2025-01-22,2025-02-13,,,259790.34,0.0526,0.72,9838.78,social_media,In-House Title,Wells Fargo,In-House Escrow,False
DEAL-07957,PRP-07957,AGT-0429,AGT-0235,OFF-010,dual,closed,2024-08-22,2024-08-29,2024-11-01,,,149156.71,0.0638,0.64,6090.37,referral,In-House Title,US Bank,In-House Escrow,False
