client_id,type
CLT-08371,seller
CLT-08372,buyer
CLT-08373,seller
CLT-08374,buyer
CLT-08375,seller
CLT-08376,seller
CLT-08377,buyer
CLT-08378,seller
CLT-08379,seller
CLT-08380,seller
CLT-08381,seller
CLT-08382,buyer
CLT-08383,seller
CLT-08384,buyer
CLT-08385,buyer
CLT-08386,seller
CLT-08387,seller
CLT-08388,buyer
CLT-08389,buyer
CLT-08390,buyer
CLT-08391,buyer
CLT-08392,buyer
CLT-08393,seller
CLT-08394,seller
CLT-08395,buyer
CLT-08396,buyer
CLT-08397,seller
CLT-08398,buyer
CLT-08399,seller
CLT-08400,seller
CLT-08401,seller
CLT-08402,seller
CLT-08403,buyer
CLT-08404,buyer
CLT-08405,seller
CLT-08406,seller
CLT-08407,seller
CLT-08408,seller
CLT-08409,buyer
CLT-08410,buyer
CLT-08411,buyer
CLT-08412,buyer
CLT-08413,buyer
CLT-08414,buyer
CLT-08415,seller
CLT-08416,buyer
CLT-08417,buyer
CLT-08418,buyer
CLT-08419,buyer
CLT-08420,buyer
CLT-08421,buyer
CLT-08422,seller
CLT-08423,seller
CLT-08424,buyer
CLT-08425,buyer
CLT-08426,seller
CLT-08427,seller
CLT-08428,seller
CLT-08429,buyer
CLT-08430,seller
CLT-08431,seller
CLT-08432,buyer
CLT-08433,buyer
CLT-08434,seller
CLT-08435,buyer
CLT-08436,seller
CLT-08437,buyer
CLT-08438,buyer
CLT-08439,seller
CLT-08440,seller
CLT-08441,buyer
CLT-08442,buyer
CLT-08443,seller
CLT-08444,buyer
CLT-08445,buyer
CLT-08446,buyer
CLT-08447,seller
CLT-08448,seller
CLT-08449,seller
CLT-08450,buyer
CLT-08451,seller
CLT-08452,seller
CLT-08453,seller
CLT-08454,seller
CLT-08455,seller
CLT-08456,buyer
CLT-08457,buyer
CLT-08458,seller
CLT-08459,seller
CLT-08460,buyer
CLT-08461,seller
CLT-08462,buyer
CLT-08463,seller
CLT-08464,buyer
CLT-08465,seller
CLT-08466,buyer
CLT-08467,buyer
CLT-08468,seller
CLT-08469,buyer
CLT-08470,buyer
CLT-08471,buyer
CLT-08472,buyer
CLT-08473,buyer
CLT-08474,buyer
CLT-08475,buyer
CLT-08476,seller
CLT-08477,buyer
CLT-08478,seller
CLT-08479,buyer
CLT-08480,seller
CLT-08481,buyer
CLT-08482,buyer
CLT-08483,buyer
CLT-08484,buyer
CLT-08485,seller
CLT-08486,seller
CLT-08487,buyer
CLT-08488,buyer
CLT-08489,seller
CLT-08490,seller
CLT-08491,buyer
CLT-08492,seller
CLT-08493,seller
CLT-08494,seller
CLT-08495,seller
CLT-08496,seller
CLT-08497,buyer
CLT-08498,buyer
CLT-08499,seller
CLT-08500,buyer
CLT-08501,buyer
CLT-08502,seller
CLT-08503,seller
CLT-08504,seller
CLT-08505,buyer
CLT-08506,buyer
CLT-08507,buyer
CLT-08508,seller
CLT-08509,buyer
CLT-08510,seller
CLT-08511,seller
CLT-08512,seller
CLT-08513,seller
CLT-08514,buyer
CLT-08515,buyer
CLT-08516,seller
CLT-08517,buyer
CLT-08518,buyer
CLT-08519,seller
CLT-08520,seller
CLT-08521,seller
CLT-08522,buyer
CLT-08523,seller
CLT-08524,seller
CLT-08525,seller
CLT-08526,buyer
CLT-08527,buyer
CLT-08528,seller
CLT-08529,seller
CLT-08530,seller
CLT-08531,seller
CLT-08532,seller
CLT-08533,buyer
CLT-08534,seller
CLT-08535,seller
CLT-08536,seller
CLT-08537,seller
CLT-08538,seller
CLT-08539,seller
CLT-08540,buyer
CLT-08541,seller
CLT-08542,seller
CLT-08543,buyer
CLT-08544,buyer
CLT-08545,seller
CLT-08546,buyer
CLT-08547,seller
CLT-08548,buyer
CLT-08549,buyer
CLT-08550,seller
CLT-08551,seller
CLT-08552,seller
CLT-08553,buyer
CLT-08554,buyer
CLT-08555,seller
CLT-08556,buyer
CLT-08557,seller
CLT-08558,seller
CLT-08559,seller
CLT-08560,buyer
CLT-08561,buyer
CLT-08562,seller
CLT-08563,buyer
CLT-08564,seller
CLT-08565,seller
CLT-08566,seller
CLT-08567,seller
CLT-08568,buyer
CLT-08569,seller
CLT-08570,seller
CLT-08571,buyer
CLT-08572,buyer
CLT-08573,seller
CLT-08574,seller
CLT-08575,seller
CLT-08576,seller
CLT-08577,buyer
CLT-08578,seller
CLT-08579,buyer
CLT-08580,buyer
CLT-08581,seller
CLT-08582,seller
CLT-08583,seller
CLT-08584,buyer
CLT-08585,seller
CLT-08586,buyer
CLT-08587,seller
CLT-08588,seller
CLT-08589,buyer
CLT-08590,seller
CLT-08591,buyer
CLT-08592,buyer
CLT-08593,buyer
CLT-08594,buyer
CLT-08595,buyer
CLT-08596,buyer
CLT-08597,seller
CLT-08598,seller
CLT-08599,buyer
CLT-08600,seller
CLT-08601,seller
CLT-08602,buyer
CLT-08603,buyer
CLT-08604,seller
CLT-08605,seller
CLT-08606,buyer
CLT-08607,seller
CLT-08608,buyer
CLT-08609,buyer
CLT-08610,buyer
CLT-08611,buyer
CLT-08612,buyer
CLT-08613,buyer
CLT-08614,seller
CLT-08615,buyer
CLT-08616,seller
CLT-08617,buyer
CLT-08618,seller
CLT-08619,buyer
CLT-08620,buyer
CLT-08621,seller
CLT-08622,buyer
CLT-08623,buyer
CLT-08624,buyer
CLT-08625,buyer
CLT-08626,seller
CLT-08627,seller
CLT-08628,buyer
CLT-08629,buyer
CLT-08630,seller
CLT-08631,buyer
CLT-08632,buyer
CLT-08633,buyer
CLT-08634,buyer
CLT-08635,buyer
CLT-08636,seller
CLT-08637,seller
CLT-08638,buyer
CLT-08639,buyer
CLT-08640,buyer
CLT-08641,buyer
CLT-08642,buyer
CLT-08643,seller
CLT-08644,seller
CLT-08645,buyer
CLT-08646,buyer
CLT-08647,buyer
CLT-08648,buyer
CLT-08649,seller
CLT-08650,buyer
CLT-08651,buyer
CLT-08652,seller
CLT-08653,buyer
CLT-08654,buyer
CLT-08655,buyer
CLT-08656,buyer
CLT-08657,seller
CLT-08658,seller
CLT-08659,seller
CLT-08660,buyer
CLT-08661,buyer
CLT-08662,seller
CLT-08663,buyer
CLT-08664,buyer
CLT-08665,seller
CLT-08666,buyer
CLT-08667,buyer
CLT-08668,seller
CLT-08669,seller
CLT-08670,seller
CLT-08671,seller
CLT-08672,seller
CLT-08673,buyer
CLT-08674,buyer
CLT-08675,seller
CLT-08676,buyer
CLT-08677,seller
CLT-08678,buyer
CLT-08679,seller
CLT-08680,buyer
CLT-08681,seller
CLT-08682,buyer
CLT-08683,seller
CLT-08684,seller
CLT-08685,seller
CLT-08686,seller
CLT-08687,buyer
CLT-08688,buyer
CLT-08689,seller
CLT-08690,buyer
CLT-08691,seller
CLT-08692,seller
CLT-08693,buyer
CLT-08694,buyer
CLT-08695,seller
CLT-08696,seller
CLT-08697,buyer
CLT-08698,buyer
CLT-08699,buyer
CLT-08700,seller
CLT-08701,seller
CLT-08702,seller
CLT-08703,seller
CLT-08704,buyer
CLT-08705,seller
CLT-08706,seller
CLT-08707,buyer
CLT-08708,buyer
CLT-08709,buyer
CLT-08710,seller
CLT-08711,buyer
CLT-08712,buyer
CLT-08713,buyer
CLT-08714,buyer
CLT-08715,seller
CLT-08716,buyer
CLT-08717,seller
CLT-08718,buyer
CLT-08719,buyer
CLT-08720,buyer
CLT-08721,buyer
CLT-08722,buyer
CLT-08723,seller
CLT-08724,seller
CLT-08725,seller
CLT-08726,buyer
CLT-08727,buyer
CLT-08728,buyer
CLT-08729,seller
CLT-08730,buyer
CLT-08731,seller
CLT-08732,seller
CLT-08733,seller
CLT-08734,seller
CLT-08735,seller
CLT-08736,buyer
CLT-08737,seller
CLT-08738,buyer
CLT-08739,buyer
CLT-08740,buyer
CLT-08741,seller
CLT-08742,buyer
CLT-08743,buyer
CLT-08744,buyer
CLT-08745,seller
CLT-08746,buyer
CLT-08747,seller
CLT-08748,seller
CLT-08749,buyer
CLT-08750,seller
CLT-08751,seller
CLT-08752,seller
CLT-08753,seller
CLT-08754,seller
CLT-08755,buyer
CLT-08756,seller
CLT-08757,buyer
CLT-08758,seller
CLT-08759,buyer
CLT-08760,seller
CLT-08761,buyer
CLT-08762,seller
CLT-08763,buyer
CLT-08764,seller
CLT-08765,seller
CLT-08766,seller
CLT-08767,buyer
CLT-08768,buyer
CLT-08769,seller
CLT-08770,seller
CLT-08771,seller
CLT-08772,seller
CLT-08773,buyer
CLT-08774,seller
CLT-08775,buyer
CLT-08776,seller
CLT-08777,buyer
CLT-08778,seller
CLT-08779,buyer
CLT-08780,buyer
CLT-08781,buyer
CLT-08782,buyer
CLT-08783,buyer
CLT-08784,buyer
CLT-08785,buyer
CLT-08786,buyer
CLT-08787,seller
CLT-08788,buyer
CLT-08789,buyer
CLT-08790,seller
CLT-08791,buyer
CLT-08792,seller
CLT-08793,buyer
CLT-08794,buyer
CLT-08795,buyer
CLT-08796,buyer
CLT-08797,buyer
CLT-08798,buyer
CLT-08799,buyer
CLT-08800,buyer
CLT-08801,buyer
CLT-08802,seller
CLT-08803,buyer
CLT-08804,buyer
CLT-08805,buyer
CLT-08806,seller
CLT-08807,buyer
CLT-08808,seller
CLT-08809,buyer
CLT-08810,buyer
CLT-08811,buyer
CLT-08812,seller
CLT-08813,buyer
CLT-08814,seller
CLT-08815,seller
CLT-08816,seller
CLT-08817,buyer
CLT-08818,seller
CLT-08819,buyer
CLT-08820,seller
CLT-08821,seller
CLT-08822,buyer
CLT-08823,seller
CLT-08824,seller
CLT-08825,seller
CLT-08826,buyer
CLT-08827,seller
CLT-08828,buyer
CLT-08829,buyer
CLT-08830,seller
CLT-08831,buyer
CLT-08832,buyer
CLT-08833,buyer
CLT-08834,seller
CLT-08835,buyer
CLT-08836,buyer
CLT-08837,seller
CLT-08838,seller
CLT-08839,seller
CLT-08840,buyer
CLT-08841,seller
CLT-08842,buyer
CLT-08843,seller
CLT-08844,buyer
CLT-08845,buyer
CLT-08846,buyer
CLT-08847,seller
CLT-08848,buyer
CLT-08849,buyer
CLT-08850,buyer
CLT-08851,buyer
CLT-08852,buyer
CLT-08853,seller
CLT-08854,buyer
CLT-08855,buyer
CLT-08856,seller
CLT-08857,buyer
CLT-08858,seller
CLT-08859,seller
CLT-08860,seller
CLT-08861,seller
CLT-08862,seller
CLT-08863,buyer
CLT-08864,seller
CLT-08865,buyer
CLT-08866,buyer
CLT-08867,seller
CLT-08868,seller
CLT-08869,seller
CLT-08870,buyer
CLT-08871,buyer
CLT-08872,buyer
CLT-08873,buyer
CLT-08874,seller
CLT-08875,buyer
CLT-08876,buyer
CLT-08877,buyer
CLT-08878,buyer
CLT-08879,buyer
CLT-08880,seller
CLT-08881,buyer
CLT-08882,seller
CLT-08883,buyer
CLT-08884,seller
CLT-08885,seller
CLT-08886,seller
CLT-08887,buyer
CLT-08888,buyer
CLT-08889,buyer
CLT-08890,seller
CLT-08891,seller
CLT-08892,buyer
CLT-08893,buyer
CLT-08894,seller
CLT-08895,seller
CLT-08896,seller
CLT-08897,buyer
CLT-08898,buyer
CLT-08899,buyer
CLT-08900,seller
CLT-08901,buyer
CLT-08902,buyer
CLT-08903,buyer
CLT-08904,seller
CLT-08905,buyer
CLT-08906,seller
CLT-08907,buyer
CLT-08908,seller
CLT-08909,seller
CLT-08910,seller
CLT-08911,buyer
CLT-08912,seller
CLT-08913,seller
CLT-08914,seller
CLT-08915,seller
CLT-08916,buyer
CLT-08917,seller
CLT-08918,seller
CLT-08919,seller
CLT-08920,seller
CLT-08921,buyer
CLT-08922,buyer
CLT-08923,seller
CLT-08924,seller
CLT-08925,seller
CLT-08926,seller
CLT-08927,seller
CLT-08928,buyer
CLT-08929,seller
CLT-08930,buyer
CLT-08931,buyer
CLT-08932,seller
CLT-08933,seller
CLT-08934,seller
CLT-08935,buyer
CLT-08936,buyer
CLT-08937,seller
CLT-08938,seller
CLT-08939,buyer
CLT-08940,seller
CLT-08941,seller
CLT-08942,buyer
CLT-08943,seller
CLT-08944,buyer
CLT-08945,seller
CLT-08946,buyer
CLT-08947,buyer
CLT-08948,seller
CLT-08949,buyer
CLT-08950,buyer
CLT-08951,buyer
CLT-08952,buyer
CLT-08953,seller
CLT-08954,seller
CLT-08955,buyer
CLT-08956,seller
CLT-08957,buyer
CLT-08958,seller
CLT-08959,buyer
CLT-08960,seller
CLT-08961,seller
CLT-08962,seller
CLT-08963,seller
CLT-08964,buyer
CLT-08965,seller
CLT-08966,buyer
CLT-08967,seller
CLT-08968,buyer
CLT-08969,buyer
CLT-08970,buyer
CLT-08971,buyer
CLT-08972,seller
CLT-08973,seller
CLT-08974,buyer
CLT-08975,buyer
CLT-08976,buyer
CLT-08977,seller
CLT-08978,seller
CLT-08979,seller
CLT-08980,seller
CLT-08981,buyer
CLT-08982,seller
CLT-08983,seller
CLT-08984,seller
CLT-08985,seller
CLT-08986,seller
CLT-08987,buyer
CLT-08988,seller
CLT-08989,buyer
CLT-08990,seller
CLT-08991,buyer
CLT-08992,seller
CLT-08993,buyer
CLT-08994,seller
CLT-08995,buyer
CLT-08996,seller
CLT-08997,seller
CLT-08998,seller
CLT-08999,seller
CLT-09000,seller
CLT-09001,seller
CLT-09002,buyer
CLT-09003,seller
CLT-09004,buyer
CLT-09005,buyer
CLT-09006,seller
CLT-09007,seller
CLT-09008,seller
CLT-09009,buyer
CLT-09010,buyer
CLT-09011,seller
CLT-09012,buyer
CLT-09013,buyer
CLT-09014,seller
CLT-09015,buyer
CLT-09016,buyer
CLT-09017,seller
CLT-09018,buyer
CLT-09019,seller
CLT-09020,seller
CLT-09021,seller
CLT-09022,buyer
CLT-09023,buyer
CLT-09024,seller
CLT-09025,seller
CLT-09026,buyer
CLT-09027,seller
CLT-09028,buyer
CLT-09029,buyer
CLT-09030,seller
CLT-09031,seller
CLT-09032,seller
CLT-09033,seller
CLT-09034,buyer
CLT-09035,buyer
CLT-09036,seller
CLT-09037,seller
CLT-09038,buyer
CLT-09039,seller
CLT-09040,buyer
CLT-09041,buyer
CLT-09042,buyer
CLT-09043,buyer
CLT-09044,buyer
CLT-09045,seller
CLT-09046,buyer
CLT-09047,buyer
CLT-09048,seller
CLT-09049,seller
CLT-09050,seller
CLT-09051,seller
CLT-09052,buyer
CLT-09053,seller
CLT-09054,buyer
CLT-09055,seller
CLT-09056,buyer
CLT-09057,seller
CLT-09058,seller
CLT-09059,buyer
CLT-09060,buyer
CLT-09061,seller
CLT-09062,buyer
CLT-09063,seller
CLT-09064,seller
CLT-09065,buyer
CLT-09066,buyer
CLT-09067,seller
CLT-09068,buyer
CLT-09069,seller
CLT-09070,buyer
CLT-09071,buyer
CLT-09072,seller
CLT-09073,seller
CLT-09074,buyer
CLT-09075,seller
CLT-09076,seller
CLT-09077,seller
CLT-09078,buyer
CLT-09079,seller
CLT-09080,seller
CLT-09081,buyer
CLT-09082,seller
CLT-09083,seller
CLT-09084,seller
CLT-09085,buyer
CLT-09086,buyer
CLT-09087,buyer
CLT-09088,seller
CLT-09089,buyer
CLT-09090,buyer
CLT-09091,seller
CLT-09092,buyer
CLT-09093,buyer
CLT-09094,seller
CLT-09095,buyer
CLT-09096,buyer
CLT-09097,buyer
CLT-09098,buyer
CLT-09099,buyer
CLT-09100,buyer
CLT-09101,seller
CLT-09102,seller
CLT-09103,seller
CLT-09104,buyer
CLT-09105,buyer
CLT-09106,buyer
CLT-09107,seller
CLT-09108,seller
CLT-09109,seller
CLT-09110,seller
CLT-09111,buyer
CLT-09112,seller
CLT-09113,buyer
CLT-09114,buyer
CLT-09115,buyer
CLT-09116,seller
CLT-09117,seller
CLT-09118,buyer
CLT-09119,buyer
CLT-09120,seller
CLT-09121,seller
CLT-09122,buyer
CLT-09123,buyer
CLT-09124,seller
CLT-09125,buyer
CLT-09126,seller
CLT-09127,buyer
CLT-09128,seller
CLT-09129,buyer
CLT-09130,seller
CLT-09131,seller
CLT-09132,buyer
CLT-09133,seller
CLT-09134,buyer
CLT-09135,buyer
CLT-09136,seller
CLT-09137,buyer
CLT-09138,seller
CLT-09139,buyer
CLT-09140,seller
CLT-09141,seller
CLT-09142,buyer
CLT-09143,buyer
CLT-09144,seller
CLT-09145,buyer
CLT-09146,seller
CLT-09147,buyer
CLT-09148,buyer
CLT-09149,buyer
CLT-09150,buyer
CLT-09151,seller
CLT-09152,buyer
CLT-09153,seller
CLT-09154,seller
CLT-09155,buyer
CLT-09156,buyer
CLT-09157,seller
CLT-09158,buyer
CLT-09159,buyer
CLT-09160,buyer
CLT-09161,buyer
CLT-09162,buyer
CLT-09163,seller
CLT-09164,buyer
CLT-09165,buyer
CLT-09166,seller
CLT-09167,buyer
CLT-09168,buyer
CLT-09169,buyer
CLT-09170,buyer
CLT-09171,buyer
CLT-09172,buyer
CLT-09173,seller
CLT-09174,buyer
CLT-09175,buyer
CLT-09176,buyer
CLT-09177,buyer
CLT-09178,buyer
CLT-09179,seller
CLT-09180,buyer
CLT-09181,seller
CLT-09182,seller
CLT-09183,seller
CLT-09184,seller
CLT-09185,seller
CLT-09186,seller
CLT-09187,buyer
CLT-09188,seller
CLT-09189,seller
CLT-09190,buyer
CLT-09191,buyer
CLT-09192,seller
CLT-09193,buyer
CLT-09194,seller
CLT-09195,buyer
CLT-09196,seller
CLT-09197,seller
CLT-09198,buyer
CLT-09199,seller
CLT-09200,buyer
CLT-09201,seller
CLT-09202,seller
CLT-09203,seller
CLT-09204,buyer
CLT-09205,buyer
CLT-09206,seller
CLT-09207,seller
CLT-09208,seller
CLT-09209,seller
CLT-09210,buyer
CLT-09211,buyer
CLT-09212,buyer
CLT-09213,seller
CLT-09214,seller
CLT-09215,seller
CLT-09216,seller
CLT-09217,seller
CLT-09218,buyer
CLT-09219,seller
CLT-09220,buyer
CLT-09221,seller
CLT-09222,buyer
CLT-09223,seller
CLT-09224,buyer
CLT-09225,buyer
CLT-09226,buyer
CLT-09227,buyer
CLT-09228,buyer
CLT-09229,buyer
CLT-09230,buyer
CLT-09231,buyer
CLT-09232,seller
CLT-09233,buyer
CLT-09234,seller
CLT-09235,seller
CLT-09236,buyer
CLT-09237,buyer
CLT-09238,buyer
CLT-09239,seller
CLT-09240,buyer
CLT-09241,buyer
CLT-09242,buyer
CLT-09243,buyer
CLT-09244,seller
CLT-09245,seller
CLT-09246,seller
CLT-09247,seller
CLT-09248,buyer
CLT-09249,buyer
CLT-09250,seller
CLT-09251,buyer
CLT-09252,buyer
CLT-09253,seller
CLT-09254,buyer
CLT-09255,seller
CLT-09256,buyer
CLT-09257,buyer
CLT-09258,buyer
CLT-09259,buyer
CLT-09260,buyer
CLT-09261,seller
CLT-09262,buyer
CLT-09263,buyer
CLT-09264,seller
CLT-09265,buyer
CLT-09266,buyer
CLT-09267,seller
CLT-09268,buyer
CLT-09269,buyer
CLT-09270,buyer
CLT-09271,buyer
CLT-09272,seller
CLT-09273,seller
CLT-09274,buyer
CLT-09275,seller
CLT-09276,seller
CLT-09277,buyer
CLT-09278,buyer
CLT-09279,seller
CLT-09280,buyer
CLT-09281,seller
CLT-09282,buyer
CLT-09283,seller
CLT-09284,buyer
CLT-09285,buyer
CLT-09286,seller
CLT-09287,seller
CLT-09288,buyer
CLT-09289,buyer
CLT-09290,buyer
CLT-09291,buyer
CLT-09292,buyer
CLT-09293,seller
CLT-09294,buyer
CLT-09295,seller
CLT-09296,buyer
CLT-09297,buyer
CLT-09298,seller
CLT-09299,seller
CLT-09300,buyer
CLT-09301,buyer
CLT-09302,seller
CLT-09303,seller
CLT-09304,seller
CLT-09305,buyer
CLT-09306,buyer
CLT-09307,buyer
CLT-09308,buyer
CLT-09309,seller
CLT-09310,seller
CLT-09311,seller
CLT-09312,seller
CLT-09313,buyer
CLT-09314,seller
CLT-09315,buyer
CLT-09316,buyer
CLT-09317,seller
CLT-09318,seller
CLT-09319,buyer
CLT-09320,buyer
CLT-09321,seller
CLT-09322,buyer
CLT-09323,seller
CLT-09324,buyer
CLT-09325,buyer
CLT-09326,buyer
CLT-09327,buyer
CLT-09328,buyer
CLT-09329,buyer
CLT-09330,buyer
CLT-09331,buyer
CLT-09332,buyer
CLT-09333,seller
CLT-09334,buyer
CLT-09335,buyer
CLT-09336,buyer
CLT-09337,seller
CLT-09338,buyer
CLT-09339,seller
CLT-09340,buyer
CLT-09341,buyer
CLT-09342,buyer
CLT-09343,seller
CLT-09344,buyer
CLT-09345,seller
CLT-09346,seller
CLT-09347,seller
CLT-09348,seller
CLT-09349,seller
CLT-09350,seller
CLT-09351,buyer
CLT-09352,seller
CLT-09353,seller
CLT-09354,buyer
CLT-09355,buyer
CLT-09356,buyer
CLT-09357,buyer
CLT-09358,buyer
CLT-09359,seller
CLT-09360,seller
CLT-09361,buyer
CLT-09362,buyer
CLT-09363,buyer
CLT-09364,seller
CLT-09365,buyer
CLT-09366,seller
CLT-09367,seller
CLT-09368,buyer
CLT-09369,seller
CLT-09370,buyer
CLT-09371,seller
CLT-09372,buyer
CLT-09373,seller
CLT-09374,seller
CLT-09375,seller
CLT-09376,buyer
CLT-09377,buyer
CLT-09378,buyer
CLT-09379,seller
CLT-09380,seller
CLT-09381,seller
CLT-09382,seller
CLT-09383,seller
CLT-09384,buyer
CLT-09385,seller
CLT-09386,seller
CLT-09387,buyer
CLT-09388,seller
CLT-09389,seller
CLT-09390,seller
CLT-09391,buyer
CLT-09392,seller
CLT-09393,buyer
CLT-09394,seller
CLT-09395,seller
CLT-09396,seller
CLT-09397,seller
CLT-09398,buyer
CLT-09399,buyer
CLT-09400,buyer
CLT-09401,buyer
CLT-09402,seller
CLT-09403,seller
CLT-09404,buyer
CLT-09405,buyer
CLT-09406,buyer
CLT-09407,seller
CLT-09408,seller
CLT-09409,seller
CLT-09410,buyer
CLT-09411,buyer
CLT-09412,buyer
CLT-09413,seller
CLT-09414,buyer
CLT-09415,seller
CLT-09416,seller
CLT-09417,seller
CLT-09418,buyer
CLT-09419,buyer
CLT-09420,seller
CLT-09421,buyer
CLT-09422,buyer
CLT-09423,buyer
CLT-09424,buyer
CLT-09425,seller
CLT-09426,buyer
CLT-09427,buyer
CLT-09428,seller
CLT-09429,seller
CLT-09430,buyer
CLT-09431,buyer
CLT-09432,buyer
CLT-09433,buyer
CLT-09434,seller
CLT-09435,buyer
CLT-09436,buyer
CLT-09437,seller
CLT-09438,seller
CLT-09439,seller
CLT-09440,buyer
CLT-09441,seller
CLT-09442,seller
CLT-09443,seller
CLT-09444,buyer
CLT-09445,buyer
CLT-09446,seller
CLT-09447,seller
CLT-09448,seller
CLT-09449,seller
CLT-09450,seller
CLT-09451,buyer
CLT-09452,seller
CLT-09453,buyer
CLT-09454,buyer
CLT-09455,seller
CLT-09456,seller
CLT-09457,buyer
CLT-09458,buyer
CLT-09459,buyer
CLT-09460,seller
CLT-09461,seller
CLT-09462,seller
CLT-09463,buyer
CLT-09464,seller
CLT-09465,buyer
CLT-09466,buyer
CLT-09467,seller
CLT-09468,seller
CLT-09469,seller
CLT-09470,seller
CLT-09471,buyer
CLT-09472,buyer
CLT-09473,buyer
CLT-09474,seller
CLT-09475,buyer
CLT-09476,buyer
CLT-09477,buyer
CLT-09478,seller
CLT-09479,seller
CLT-09480,buyer
CLT-09481,seller
CLT-09482,buyer
CLT-09483,buyer
CLT-09484,seller
CLT-09485,seller
CLT-09486,seller
CLT-09487,buyer
CLT-09488,buyer
CLT-09489,seller
CLT-09490,buyer
CLT-09491,seller
CLT-09492,seller
CLT-09493,buyer
CLT-09494,seller
CLT-09495,seller
CLT-09496,seller
CLT-09497,buyer
CLT-09498,buyer
CLT-09499,buyer
CLT-09500,seller
CLT-09501,buyer
CLT-09502,seller
CLT-09503,seller
CLT-09504,buyer
CLT-09505,seller
CLT-09506,seller
CLT-09507,seller
CLT-09508,seller
CLT-09509,buyer
CLT-09510,buyer
CLT-09511,buyer
CLT-09512,buyer
CLT-09513,buyer
CLT-09514,seller
CLT-09515,seller
CLT-09516,seller
CLT-09517,buyer
CLT-09518,buyer
CLT-09519,buyer
CLT-09520,buyer
CLT-09521,buyer
CLT-09522,seller
CLT-09523,buyer
CLT-09524,buyer
CLT-09525,buyer
CLT-09526,buyer
CLT-09527,buyer
CLT-09528,seller
CLT-09529,seller
CLT-09530,seller
CLT-09531,buyer
CLT-09532,seller
CLT-09533,seller
CLT-09534,buyer
CLT-09535,seller
CLT-09536,buyer
CLT-09537,seller
CLT-09538,seller
CLT-09539,seller
CLT-09540,buyer
CLT-09541,buyer
CLT-09542,buyer
CLT-09543,buyer
CLT-09544,seller
CLT-09545,buyer
CLT-09546,buyer
CLT-09547,seller
CLT-09548,seller
CLT-09549,buyer
CLT-09550,buyer
CLT-09551,seller
CLT-09552,buyer
CLT-09553,seller
CLT-09554,seller
CLT-09555,seller
CLT-09556,seller
CLT-09557,buyer
CLT-09558,seller
CLT-09559,buyer
CLT-09560,buyer
CLT-09561,seller
CLT-09562,seller
CLT-09563,buyer
CLT-09564,seller
CLT-09565,seller
CLT-09566,seller
CLT-09567,seller
CLT-09568,seller
CLT-09569,buyer
CLT-09570,buyer
CLT-09571,buyer
CLT-09572,buyer
CLT-09573,seller
CLT-09574,seller
CLT-09575,seller
CLT-09576,buyer
CLT-09577,seller
CLT-09578,buyer
CLT-09579,seller
CLT-09580,seller
CLT-09581,buyer
CLT-09582,seller
CLT-09583,buyer
CLT-09584,seller
CLT-09585,buyer
CLT-09586,buyer
CLT-09587,buyer
CLT-09588,seller
CLT-09589,buyer
CLT-09590,seller
CLT-09591,seller
CLT-09592,buyer
CLT-09593,seller
CLT-09594,buyer
CLT-09595,buyer
CLT-09596,buyer
CLT-09597,buyer
CLT-09598,buyer
CLT-09599,seller
CLT-09600,seller
CLT-09601,seller
CLT-09602,buyer
CLT-09603,buyer
CLT-09604,buyer
CLT-09605,buyer
CLT-09606,buyer
CLT-09607,buyer
CLT-09608,seller
CLT-09609,buyer
CLT-09610,buyer
CLT-09611,buyer
CLT-09612,buyer
CLT-09613,buyer
CLT-09614,seller
CLT-09615,buyer
CLT-09616,buyer
CLT-09617,buyer
CLT-09618,seller
CLT-09619,buyer
CLT-09620,buyer
CLT-09621,seller
CLT-09622,buyer
CLT-09623,seller
CLT-09624,buyer
CLT-09625,buyer
CLT-09626,buyer
CLT-09627,buyer
CLT-09628,seller
CLT-09629,seller
CLT-09630,buyer
CLT-09631,buyer
CLT-09632,buyer
CLT-09633,buyer
CLT-09634,seller
CLT-09635,buyer
CLT-09636,buyer
CLT-09637,seller
CLT-09638,seller
CLT-09639,buyer
CLT-09640,seller
CLT-09641,buyer
CLT-09642,seller
CLT-09643,buyer
CLT-09644,buyer
CLT-09645,buyer
CLT-09646,seller
CLT-09647,buyer
CLT-09648,seller
CLT-09649,buyer
CLT-09650,buyer
CLT-09651,seller
CLT-09652,seller
CLT-09653,buyer
CLT-09654,seller
CLT-09655,buyer
CLT-09656,seller
CLT-09657,buyer
CLT-09658,seller
CLT-09659,seller
CLT-09660,buyer
CLT-09661,buyer
CLT-09662,seller
CLT-09663,seller
CLT-09664,buyer
CLT-09665,buyer
CLT-09666,seller
CLT-09667,buyer
CLT-09668,seller
CLT-09669,seller
CLT-09670,buyer
CLT-09671,buyer
CLT-09672,buyer
CLT-09673,buyer
CLT-09674,buyer
CLT-09675,buyer
CLT-09676,seller
CLT-09677,buyer
CLT-09678,buyer
CLT-09679,seller
CLT-09680,buyer
CLT-09681,seller
CLT-09682,buyer
CLT-09683,buyer
CLT-09684,buyer
CLT-09685,seller
CLT-09686,seller
CLT-09687,buyer
CLT-09688,buyer
CLT-09689,seller
CLT-09690,buyer
CLT-09691,seller
CLT-09692,seller
CLT-09693,seller
CLT-09694,buyer
CLT-09695,seller
CLT-09696,seller
CLT-09697,buyer
CLT-09698,seller
CLT-09699,seller
