property_id,address,city,state,zip,latitude,longitude,type,beds,list_price
PRP-05339,7962 Albert Highway,Matthews,NC,27067,35.0943,-80.8033,condo,6.0,318139
PRP-05340,936 Warner Tunnel,Franklin,TN,38292,35.9786,-86.9206,single_family,4.0,442365
PRP-05341,840 Javier Orchard,Matthews,NC,27403,35.0609,-80.7343,condo,5.0,374124
PRP-05342,3825 Dawson Ridges,Brookhaven,GA,30373,33.7873,-84.3504,condo,6.0,198496
PRP-05343,365 Thomas Lake Suite 110,Marietta,GA,30275,33.9527,-84.5879,condo,1.0,307268
PRP-05344,18595 Stephen Drive,Nashville,TN,37686,36.1731,-86.7231,single_family,2.0,300558
PRP-05345,2612 Gentry Way,Marietta,GA,31214,33.9748,-84.5651,single_family,4.0,374104
PRP-05346,3358 Kathy Trace Suite 557,Franklin,TN,37560,35.9446,-86.9382,townhouse,3.0,298534
PRP-05347,948 Mclaughlin Gateway,Nashville,TN,37992,36.2359,-86.8067,single_family,5.0,387780
PRP-05348,51488 Jane Fields,Huntersville,NC,28421,35.4269,-80.921,single_family,4.0,392813
PRP-05349,98433 Patrick Drive Apt. 457,Sandy Springs,GA,31773,33.89,-84.4499,single_family,3.0,453999
PRP-05350,03591 Hoffman Harbors,Tucker,GA,31395,33.9189,-84.1323,single_family,4.0,352751
PRP-05351,660 Michael Highway Apt. 644,Decatur,GA,30165,33.6915,-84.2126,land,,389690
PRP-05352,512 Ashley Courts Suite 132,East Point,GA,31246,33.6835,-84.4543,single_family,3.0,190718
PRP-05353,2842 Trevor Center,Sandy Springs,GA,31195,33.9276,-84.3797,single_family,2.0,300611
PRP-05354,440 Robinson Harbors Suite 775,Brentwood,TN,37629,36.067,-86.8573,condo,5.0,488301
PRP-05355,944 Charles Parkway Apt. 726,East Point,GA,30984,33.7317,-84.3629,single_family,3.0,466561
PRP-05356,673 David Park Suite 778,Huntersville,NC,27874,35.4837,-80.8834,single_family,6.0,400166
PRP-05357,238 Lisa Street Apt. 677,Atlanta,GA,31665,33.734,-84.3382,single_family,4.0,273810
PRP-05358,15448 Sarah Stream Suite 306,Matthews,NC,27321,35.1208,-80.6474,single_family,6.0,433955
PRP-05359,938 George Underpass,Nashville,TN,38130,36.1463,-86.8094,single_family,4.0,339238
PRP-05360,462 Castro Inlet,Decatur,GA,30869,33.6902,-84.2733,townhouse,5.0,274947
PRP-05361,8625 Daniel Street Suite 568,Charlotte,NC,27833,35.2908,-80.8873,condo,1.0,214649
PRP-05362,77693 Sandy Bridge Apt. 884,Atlanta,GA,31400,33.6776,-84.4608,townhouse,6.0,265781
PRP-05363,281 Harrington Route Apt. 452,Brookhaven,GA,31390,33.7607,-84.2677,single_family,2.0,240825
PRP-05364,179 Vanessa Hollow,Franklin,TN,37823,35.8785,-86.8152,condo,6.0,320239
PRP-05365,44583 Walsh Club Apt. 671,Tucker,GA,30912,33.8207,-84.2643,land,,271554
PRP-05366,6758 Powell Spurs Apt. 147,Charlotte,NC,28427,35.265,-80.9065,single_family,4.0,150000
PRP-05367,01439 Armstrong Grove Apt. 624,Matthews,NC,27047,35.1571,-80.7618,single_family,3.0,289807
PRP-05368,3950 Melissa Crescent Suite 248,Nashville,TN,37206,36.2203,-86.7766,single_family,2.0,475641
PRP-05369,602 Jessica Points Apt. 451,Brookhaven,GA,30276,33.7706,-84.295,single_family,3.0,297809
PRP-05370,011 Ward Center,Charlotte,NC,27784,35.1693,-80.8989,condo,3.0,210299
PRP-05371,48003 Jane Falls Apt. 194,East Point,GA,31801,33.6128,-84.4381,townhouse,1.0,190814
PRP-05372,167 Gordon Inlet Apt. 410,Decatur,GA,31109,33.8079,-84.3157,townhouse,2.0,187763
PRP-05373,49566 Brittany Forges,Matthews,NC,28264,35.1684,-80.7829,condo,2.0,670052
PRP-05374,260 Miller Shoals,Decatur,GA,31327,33.7954,-84.3134,single_family,1.0,458677
PRP-05375,338 Serrano Crossroad Suite 157,Decatur,GA,31780,33.7564,-84.3478,single_family,3.0,338950
PRP-05376,341 Regina Point,Brentwood,TN,38078,35.9789,-86.8052,single_family,5.0,670114
PRP-05377,2002 Thomas Fort Suite 411,Franklin,TN,37398,35.9561,-86.8165,single_family,2.0,340627
PRP-05378,237 Andrew Turnpike,Brookhaven,GA,30830,33.7971,-84.3694,townhouse,1.0,428886
PRP-05379,485 Jesse Hollow Suite 376,Decatur,GA,31080,33.784,-84.3104,condo,2.0,419829
PRP-05380,5051 Anderson Parks Apt. 931,Decatur,GA,30944,33.7006,-84.2952,single_family,3.0,392772
PRP-05381,500 Sarah Center Apt. 957,Tucker,GA,30084,33.9246,-84.1524,condo,3.0,213574
PRP-05382,408 Brian Estate,Huntersville,NC,27842,35.4782,-80.8692,condo,1.0,370386
PRP-05383,289 Charlotte Gardens Suite 403,Atlanta,GA,31274,33.8114,-84.4319,single_family,4.0,369018
PRP-05384,53990 Michael Trace Apt. 965,Nashville,TN,37735,36.1922,-86.8278,single_family,1.0,338716
PRP-05385,91814 Paul Lock,Matthews,NC,27197,35.0489,-80.6448,single_family,5.0,271877
PRP-05386,2906 Pamela Village Apt. 725,Decatur,GA,31972,33.726,-84.261,single_family,1.0,284602
PRP-05387,49191 Cheryl Lake Apt. 182,Brookhaven,GA,30636,33.7622,-84.3774,condo,5.0,247622
PRP-05388,62089 Adrienne Via Suite 831,East Point,GA,30645,33.7549,-84.4814,single_family,2.0,325303
PRP-05389,4065 Sarah Union Suite 302,Huntersville,NC,27149,35.4019,-80.8257,condo,2.0,312155
PRP-05390,02023 Shaw Pines,Sandy Springs,GA,30749,33.8989,-84.3768,condo,2.0,214105
PRP-05391,2108 Darrell Junctions,Charlotte,NC,27551,35.1671,-80.8214,single_family,3.0,247039
PRP-05392,13707 Jessica Forks Suite 234,Tucker,GA,30981,33.8985,-84.1573,single_family,3.0,649794
PRP-05393,534 Hughes Parks Apt. 000,Tucker,GA,30983,33.8356,-84.248,single_family,5.0,314227
PRP-05394,24525 Omar Hill Apt. 674,Marietta,GA,31102,33.9618,-84.5408,single_family,1.0,410197
PRP-05395,4802 James Rest,Franklin,TN,38475,35.9654,-86.8892,single_family,4.0,150000
PRP-05396,4556 Horn Throughway,Charlotte,NC,27545,35.1711,-80.9177,multi_family,2.0,1023544
PRP-05397,5122 Stephanie Light Apt. 548,Marietta,GA,30374,34.0229,-84.4841,single_family,4.0,506165
PRP-05398,8235 Miller Bypass,Franklin,TN,37314,35.9747,-86.8311,multi_family,6.0,677126
PRP-05399,46863 Shepherd Course,East Point,GA,31372,33.6481,-84.3693,land,,225657
PRP-05400,0852 Forbes Spurs Suite 615,Tucker,GA,31125,33.9602,-84.2286,single_family,4.0,325653
PRP-05401,679 Reeves Fort,Franklin,TN,37390,35.9103,-86.8662,single_family,4.0,234434
PRP-05402,63285 Albert Extensions,Matthews,NC,27811,35.0561,-80.7489,single_family,2.0,287539
PRP-05403,1618 Nicholas Stream,Matthews,NC,28860,35.0478,-80.7519,single_family,3.0,505482
PRP-05404,79549 Montoya Lake,East Point,GA,30205,33.7083,-84.4631,single_family,4.0,251908
PRP-05405,29150 Horton Ville,Franklin,TN,37624,35.8694,-86.7946,single_family,2.0,245293
PRP-05406,476 Thomas Forks Apt. 647,Matthews,NC,27674,35.0757,-80.6671,multi_family,1.0,361756
PRP-05407,766 Erin Street,Nashville,TN,37412,36.1178,-86.7046,single_family,3.0,296724
PRP-05408,595 Justin Dale,Tucker,GA,30128,33.8881,-84.2713,single_family,1.0,289781
PRP-05409,5026 Mathew Road Suite 033,Sandy Springs,GA,30332,33.9694,-84.4478,condo,3.0,274599
PRP-05410,468 Hoffman Fort,East Point,GA,30175,33.6193,-84.3926,condo,4.0,611154
PRP-05411,58572 Page Run Suite 859,East Point,GA,31373,33.7397,-84.4089,townhouse,3.0,495152
PRP-05412,69398 Beasley Islands,Franklin,TN,37170,35.917,-86.9214,single_family,4.0,463497
PRP-05413,49280 Mariah Gateway Suite 153,Matthews,NC,27295,35.0527,-80.6545,single_family,5.0,247309
PRP-05414,261 Curtis Pass Suite 591,Brentwood,TN,38341,36.041,-86.7686,single_family,5.0,353881
PRP-05415,10210 Sheryl Trail Suite 683,Brentwood,TN,37213,36.0374,-86.7609,multi_family,1.0,497221
PRP-05416,3864 Benjamin Plains,Tucker,GA,31302,33.9674,-84.2685,single_family,3.0,457446
PRP-05417,4424 Evans Walks,Brentwood,TN,37151,36.0987,-86.8086,single_family,5.0,273483
PRP-05418,268 Spears Roads Apt. 585,Marietta,GA,30790,33.9892,-84.5598,single_family,1.0,344014
PRP-05419,529 Anthony Mountains Apt. 081,Brentwood,TN,37988,35.962,-86.8149,condo,2.0,365010
PRP-05420,40893 Singh Common,Brentwood,TN,37619,36.0588,-86.8092,single_family,6.0,239149
PRP-05421,226 Patricia Expressway Suite 810,Matthews,NC,27746,35.1535,-80.7684,condo,5.0,266004
PRP-05422,27921 Leon Circle Suite 177,Franklin,TN,37251,35.9337,-86.8714,single_family,6.0,422029
PRP-05423,633 Devon Trafficway Apt. 821,Atlanta,GA,30681,33.7908,-84.4502,condo,2.0,241519
PRP-05424,7521 Jackson Freeway Apt. 537,Tucker,GA,30829,33.8712,-84.2651,townhouse,4.0,490491
PRP-05425,1933 Andres Branch Suite 076,Sandy Springs,GA,30016,34.0044,-84.3754,condo,4.0,290045
PRP-05426,79382 Schultz Road,Marietta,GA,30604,33.8962,-84.5519,single_family,1.0,356525
PRP-05427,76779 Jonathan Causeway,East Point,GA,31880,33.7112,-84.4785,single_family,3.0,188520
PRP-05428,7944 Patricia Plain,Matthews,NC,28475,35.0851,-80.6976,condo,6.0,258369
PRP-05429,967 Darrell Plains Suite 571,Marietta,GA,31125,33.873,-84.5265,single_family,3.0,296665
PRP-05430,237 Samantha Corner Suite 424,Matthews,NC,28906,35.0543,-80.6881,single_family,5.0,205911
PRP-05431,2697 Murphy Course Apt. 346,Huntersville,NC,27018,35.4275,-80.7877,townhouse,6.0,257255
PRP-05432,219 Williams Fords,East Point,GA,31877,33.6166,-84.4968,condo,1.0,338733
PRP-05433,6923 Brandy Path Suite 133,Decatur,GA,30149,33.8469,-84.3339,single_family,6.0,180080
PRP-05434,52898 Lee Spurs Suite 036,Charlotte,NC,27693,35.162,-80.8241,single_family,2.0,197821
PRP-05435,07229 Robin Views,Brookhaven,GA,30871,33.8747,-84.2483,single_family,5.0,592617
PRP-05436,4584 Holden Spring Apt. 151,Atlanta,GA,30537,33.7442,-84.3303,single_family,3.0,372930
PRP-05437,238 Castaneda Road Suite 844,Franklin,TN,37147,35.9614,-86.9112,condo,6.0,502145
PRP-05438,165 Jack Mountain,Nashville,TN,38165,36.1868,-86.7728,single_family,5.0,231185
PRP-05439,97691 Larson Tunnel Apt. 742,Tucker,GA,31240,33.9558,-84.2402,single_family,1.0,241420
PRP-05440,0485 Zavala Tunnel,Brookhaven,GA,31650,33.894,-84.2484,townhouse,6.0,423760
PRP-05441,35043 Frank Corner Suite 225,Matthews,NC,27928,35.1707,-80.6956,single_family,5.0,414703
PRP-05442,58694 Grant Square Apt. 590,Franklin,TN,38008,35.9937,-86.8682,single_family,2.0,447515
PRP-05443,1586 Nelson Landing Apt. 351,East Point,GA,30623,33.6201,-84.3635,single_family,5.0,262926
PRP-05444,217 Howard Roads,East Point,GA,31817,33.6377,-84.4981,single_family,2.0,257158
PRP-05445,83202 Casey Place,Atlanta,GA,30121,33.7086,-84.4654,single_family,1.0,324001
PRP-05446,12279 Garcia Village,Brookhaven,GA,30242,33.801,-84.2416,single_family,1.0,500993
PRP-05447,27837 Stevens Plaza Suite 520,Nashville,TN,37406,36.1624,-86.8182,multi_family,1.0,816953
PRP-05448,9357 Wall Cliff,Tucker,GA,31611,33.8392,-84.1414,single_family,3.0,168581
PRP-05449,994 Vazquez Canyon,Sandy Springs,GA,30930,33.9038,-84.3781,single_family,6.0,170398
PRP-05450,1069 Kelly Roads,Huntersville,NC,27445,35.4004,-80.8198,condo,1.0,345333
PRP-05451,4160 Raymond Drive Suite 734,Charlotte,NC,28532,35.2125,-80.8145,townhouse,2.0,274816
PRP-05452,1579 Schmidt Inlet Apt. 929,East Point,GA,30963,33.6293,-84.4499,townhouse,3.0,470540
PRP-05453,150 Garcia Course Apt. 043,Nashville,TN,38505,36.2359,-86.7545,single_family,6.0,315986
PRP-05454,55904 Mark Villages Apt. 900,Decatur,GA,30124,33.8363,-84.2634,single_family,6.0,246767
PRP-05455,555 Hayes Roads,Sandy Springs,GA,31716,33.9676,-84.3996,single_family,2.0,354094
PRP-05456,36318 Boyle Islands Apt. 410,Sandy Springs,GA,31152,33.9661,-84.3921,condo,2.0,232580
PRP-05457,13187 Ellis Station,Brookhaven,GA,31234,33.7654,-84.2444,single_family,3.0,312438
PRP-05458,67624 Rachel Viaduct,Atlanta,GA,30131,33.6992,-84.4591,single_family,3.0,201292
PRP-05459,22987 Patricia Center Suite 890,Brookhaven,GA,30003,33.7533,-84.3432,condo,3.0,304547
PRP-05460,268 Dennis Dale,Matthews,NC,28611,35.0999,-80.6793,single_family,1.0,304656
PRP-05461,59261 House Mount Suite 399,Sandy Springs,GA,31036,33.9263,-84.3354,condo,4.0,297454
PRP-05462,987 Fisher Streets,East Point,GA,31197,33.6315,-84.3894,single_family,4.0,298526
PRP-05463,676 Baker Overpass Apt. 383,Matthews,NC,27847,35.0548,-80.6809,townhouse,6.0,635260
PRP-05464,032 Tom Locks,Decatur,GA,31326,33.7304,-84.2898,single_family,2.0,344737
PRP-05465,140 Sullivan Valleys,Sandy Springs,GA,31569,33.8544,-84.3894,townhouse,4.0,289576
PRP-05466,834 Gould Circles Apt. 722,Huntersville,NC,28497,35.375,-80.7881,townhouse,3.0,323177
PRP-05467,819 Brown Lights Apt. 063,East Point,GA,30312,33.7333,-84.4741,single_family,3.0,174805
PRP-05468,62733 Clark Island Suite 648,Charlotte,NC,27537,35.1547,-80.9221,single_family,6.0,170796
PRP-05469,5563 Richardson Tunnel,Marietta,GA,31049,33.9202,-84.6107,townhouse,6.0,360392
PRP-05470,05370 Guzman Lakes,Decatur,GA,30742,33.7965,-84.3144,condo,1.0,228986
PRP-05471,8561 Smith Shore,Brookhaven,GA,31829,33.8021,-84.2587,single_family,2.0,334283
PRP-05472,6787 Miller Circle Suite 733,Sandy Springs,GA,30094,33.8755,-84.4298,single_family,6.0,171727
PRP-05473,44806 Evans Stream Apt. 155,Decatur,GA,30963,33.8371,-84.264,single_family,2.0,464031
PRP-05474,575 Melissa Village Suite 524,Huntersville,NC,27187,35.478,-80.8691,single_family,4.0,590461
PRP-05475,6043 Hernandez Walks,Franklin,TN,38384,35.8827,-86.8062,condo,3.0,347170
PRP-05476,77097 Daniel Mountain Suite 831,Tucker,GA,30561,33.8256,-84.2081,condo,4.0,229044
PRP-05477,815 Rodney Forge,Tucker,GA,30823,33.8804,-84.1684,single_family,3.0,206200
PRP-05478,0049 Stephanie Harbors,Nashville,TN,38071,36.2085,-86.7509,single_family,6.0,338357
PRP-05479,347 Ryan Crossing,Tucker,GA,31244,33.8578,-84.1455,single_family,1.0,372221
PRP-05480,44160 Tyler Parkways,Tucker,GA,30020,33.9113,-84.2147,single_family,1.0,344550
PRP-05481,357 Young Fork Suite 889,Huntersville,NC,27715,35.4084,-80.8532,single_family,4.0,311517
PRP-05482,276 Campbell Neck,Huntersville,NC,27710,35.3564,-80.7984,single_family,3.0,222554
PRP-05483,60464 Tony Walks,Sandy Springs,GA,30097,33.8995,-84.3549,condo,3.0,150000
PRP-05484,48120 Kari Course Apt. 506,Brookhaven,GA,30839,33.7665,-84.3667,single_family,2.0,384116
PRP-05485,357 Deleon Crest Apt. 090,Sandy Springs,GA,30658,33.9795,-84.4075,condo,1.0,330080
PRP-05486,4544 Leon Fort Apt. 796,Tucker,GA,30703,33.8682,-84.2647,condo,3.0,226033
PRP-05487,991 Sanchez Isle,Nashville,TN,37927,36.241,-86.754,multi_family,3.0,868270
PRP-05488,2788 Richard Shoals Apt. 518,Brentwood,TN,37403,35.9779,-86.7268,land,,163183
PRP-05489,34531 Rodriguez Spurs Suite 990,Huntersville,NC,27416,35.4161,-80.9178,condo,1.0,247770
PRP-05490,81068 Haley Groves Suite 410,Huntersville,NC,27579,35.4411,-80.9014,single_family,3.0,262930
PRP-05491,96530 Tony Lodge,Charlotte,NC,27977,35.2797,-80.7696,townhouse,1.0,150000
PRP-05492,6983 Mason Flat,Brookhaven,GA,30280,33.7843,-84.2529,single_family,5.0,488104
PRP-05493,269 Lee Spring,Brentwood,TN,37436,35.9628,-86.8149,single_family,1.0,378431
PRP-05494,104 Matthew Underpass,Franklin,TN,37692,35.8962,-86.8464,single_family,1.0,372884
PRP-05495,22988 Sally Rapids,Tucker,GA,30186,33.9517,-84.1323,single_family,2.0,324576
PRP-05496,438 Neil Brook Apt. 190,Matthews,NC,27561,35.1667,-80.6992,single_family,5.0,193418
PRP-05497,6300 Susan Centers,Atlanta,GA,30247,33.6959,-84.4673,townhouse,4.0,305863
PRP-05498,6707 Hutchinson Vista Suite 076,Atlanta,GA,30136,33.789,-84.3895,multi_family,6.0,1114212
PRP-05499,8522 Alvarado Forges,Sandy Springs,GA,30346,33.8762,-84.3924,condo,1.0,398305
PRP-05500,71031 Trevino Views Apt. 005,Franklin,TN,37021,35.9193,-86.821,condo,3.0,379336
PRP-05501,7286 Schmidt Crossroad,Brookhaven,GA,30888,33.8235,-84.3951,townhouse,5.0,217050
PRP-05502,5547 Scott Meadows Apt. 562,Huntersville,NC,28904,35.4316,-80.8387,single_family,3.0,307417
PRP-05503,427 Kenneth Port,Tucker,GA,31282,33.851,-84.1951,single_family,5.0,150000
PRP-05504,2730 Rodriguez Manors,East Point,GA,30525,33.7343,-84.4493,single_family,3.0,462776
PRP-05505,2259 Hutchinson Viaduct,Sandy Springs,GA,31541,33.9682,-84.3839,single_family,6.0,398796
PRP-05506,269 Harrison Expressway,Tucker,GA,31534,33.9692,-84.2096,single_family,2.0,150000
PRP-05507,853 Travis Crossroad,Tucker,GA,30210,33.9503,-84.1333,land,,225105
PRP-05508,0402 Destiny Fork Apt. 854,Marietta,GA,31122,33.9746,-84.6282,condo,3.0,169966
PRP-05509,81104 Huff Branch Apt. 685,East Point,GA,30424,33.74,-84.4879,single_family,1.0,353115
PRP-05510,212 Chaney Alley Apt. 721,East Point,GA,30345,33.6722,-84.4018,single_family,3.0,320227
PRP-05511,57986 James Brook,Brentwood,TN,38162,36.0555,-86.7505,condo,2.0,347625
PRP-05512,993 Griffin Route,Matthews,NC,28492,35.0996,-80.7672,single_family,5.0,288327
PRP-05513,1364 Goodman Lane Apt. 920,Charlotte,NC,28420,35.1868,-80.9127,single_family,4.0,299404
PRP-05514,922 Tyler Meadows,Sandy Springs,GA,30211,33.9334,-84.4264,single_family,2.0,211436
PRP-05515,611 Sheila Bridge Suite 490,East Point,GA,30629,33.6056,-84.3719,single_family,4.0,229161
PRP-05516,268 Craig Cape Suite 595,Matthews,NC,27573,35.0442,-80.6492,single_family,5.0,252228
PRP-05517,254 Hancock Wells,Brentwood,TN,38072,36.083,-86.857,multi_family,5.0,355057
PRP-05518,65733 Jeffrey Gateway Suite 674,Sandy Springs,GA,30671,33.9146,-84.3057,townhouse,5.0,568426
PRP-05519,30796 Carey Glens Apt. 761,Matthews,NC,27854,35.138,-80.6851,condo,1.0,227001
PRP-05520,4635 Mark Motorway Apt. 179,Brookhaven,GA,31665,33.7683,-84.3064,single_family,4.0,256550
PRP-05521,9046 Anderson Meadow,Marietta,GA,30550,33.9161,-84.4847,single_family,5.0,223890
PRP-05522,6060 Moore Center,Atlanta,GA,30147,33.6719,-84.3627,single_family,2.0,253028
PRP-05523,032 Davis Crossroad Suite 728,Nashville,TN,38215,36.149,-86.7588,single_family,4.0,252997
PRP-05524,946 Torres Forge,Matthews,NC,27417,35.084,-80.6996,condo,1.0,408520
PRP-05525,25329 Patrick Ridges Suite 119,Nashville,TN,38468,36.2075,-86.8042,single_family,1.0,427399
PRP-05526,2382 Benton Rapid,Decatur,GA,30918,33.7431,-84.3045,single_family,6.0,334674
PRP-05527,0529 John Ports,Atlanta,GA,31075,33.795,-84.3167,single_family,5.0,367595
PRP-05528,2650 Simpson Villages,Sandy Springs,GA,30142,33.9332,-84.2949,single_family,3.0,351253
PRP-05529,969 Mike Forge,Marietta,GA,30157,33.8944,-84.6224,multi_family,6.0,848855
PRP-05530,577 Ray Ports,Huntersville,NC,27166,35.4806,-80.879,condo,6.0,183451
PRP-05531,5325 Gonzalez Plains Suite 980,Charlotte,NC,27406,35.288,-80.86,single_family,2.0,220151
PRP-05532,382 Monica Squares,Brentwood,TN,38439,36.0455,-86.7929,single_family,1.0,298198
PRP-05533,1063 Adams Walk,East Point,GA,31545,33.7087,-84.3654,single_family,6.0,330175
PRP-05534,6914 Pamela Lake Apt. 244,Decatur,GA,31648,33.6916,-84.2126,condo,5.0,286600
PRP-05535,457 Jeremy Tunnel,Franklin,TN,37854,35.9957,-86.7914,condo,4.0,427492
PRP-05536,5032 John Circles Suite 972,Sandy Springs,GA,31433,33.9144,-84.3356,single_family,6.0,231875
PRP-05537,04959 Arthur Islands,Sandy Springs,GA,31472,33.9861,-84.371,single_family,2.0,379049
PRP-05538,93668 Rodgers Brook,Charlotte,NC,28744,35.1484,-80.8521,condo,4.0,254182
PRP-05539,020 Brown Place,Franklin,TN,38479,35.9996,-86.8693,single_family,3.0,176331
PRP-05540,783 Matthews Plains Suite 850,Nashville,TN,37013,36.1346,-86.7555,single_family,1.0,314748
PRP-05541,74561 Calhoun Pass Suite 293,Brookhaven,GA,30206,33.8019,-84.2775,townhouse,4.0,357216
PRP-05542,003 Zachary Crossing,Marietta,GA,30393,33.9409,-84.5599,multi_family,5.0,728808
PRP-05543,9438 Mark Lodge,Atlanta,GA,31854,33.7405,-84.4601,townhouse,1.0,357554
PRP-05544,72639 Clark Ridges Suite 896,Sandy Springs,GA,31619,33.8936,-84.344,single_family,3.0,391255
PRP-05545,4511 Baird Mountain Suite 679,Tucker,GA,30450,33.9138,-84.2014,single_family,4.0,277281
PRP-05546,2317 Miller Mountains,East Point,GA,31370,33.6573,-84.4742,single_family,4.0,345704
PRP-05547,6494 Angela Rest,Sandy Springs,GA,30758,33.9275,-84.3365,townhouse,2.0,262237
PRP-05548,66973 Brown Hollow Apt. 479,Brookhaven,GA,30153,33.8248,-84.28,condo,1.0,358655
PRP-05549,3909 Margaret Village Suite 940,Huntersville,NC,27684,35.4696,-80.9194,single_family,4.0,219776
PRP-05550,1661 Tiffany Orchard,Brookhaven,GA,31561,33.8834,-84.2625,single_family,3.0,340898
PRP-05551,66028 Ray Hills Suite 886,Marietta,GA,30341,33.9662,-84.5083,single_family,3.0,330154
PRP-05552,71050 Diana Camp Suite 790,East Point,GA,30868,33.6748,-84.3504,single_family,1.0,234875
PRP-05553,65526 Lisa Walks,Tucker,GA,30353,33.9402,-84.1495,multi_family,1.0,1128720
PRP-05554,38843 Cline Pines,Huntersville,NC,28416,35.4586,-80.7769,single_family,1.0,362467
PRP-05555,47052 Courtney Forge,Decatur,GA,30872,33.7637,-84.2421,condo,6.0,279850
PRP-05556,50207 Jacob Manors,Sandy Springs,GA,31561,33.8501,-84.4477,single_family,6.0,275116
PRP-05557,92912 Matthew Field,Atlanta,GA,31198,33.6712,-84.3965,single_family,1.0,380703
PRP-05558,176 Watkins Lakes Suite 479,Matthews,NC,27226,35.0734,-80.668,townhouse,1.0,280573
PRP-05559,0956 Hicks Squares Suite 723,Charlotte,NC,27784,35.2984,-80.7733,single_family,2.0,242190
PRP-05560,003 Sherri Forge,Marietta,GA,30444,34.0012,-84.4835,single_family,3.0,275864
PRP-05561,36454 Megan Flat,Sandy Springs,GA,31957,33.9478,-84.4071,townhouse,1.0,260137
PRP-05562,733 Ortiz Gateway Apt. 713,Tucker,GA,30225,33.8859,-84.246,condo,1.0,451797
PRP-05563,8837 Porter River Suite 955,Huntersville,NC,27982,35.4833,-80.7649,single_family,2.0,287875
PRP-05564,017 Johnson Fork Suite 865,Tucker,GA,30108,33.8581,-84.1703,single_family,1.0,418560
PRP-05565,679 Monica Crossroad Apt. 046,Atlanta,GA,31604,33.7321,-84.3812,single_family,4.0,336132
PRP-05566,34594 Barnett Spring,Decatur,GA,30921,33.8161,-84.3187,single_family,2.0,311824
PRP-05567,69607 Rose Plains,Brookhaven,GA,30853,33.9092,-84.3344,townhouse,2.0,178063
PRP-05568,100 White Views Suite 341,Charlotte,NC,28088,35.2576,-80.8802,single_family,2.0,177709
PRP-05569,3898 Torres Fields,Decatur,GA,30756,33.7936,-84.2725,single_family,4.0,207709
PRP-05570,692 Heather Trafficway,Brookhaven,GA,31125,33.7902,-84.2938,single_family,5.0,215924
PRP-05571,56008 Smith Alley Suite 470,Nashville,TN,37350,36.2293,-86.8173,single_family,5.0,273487
PRP-05572,36812 Travis Station Suite 110,Brookhaven,GA,31953,33.9048,-84.3695,condo,6.0,336350
PRP-05573,599 Wendy Groves Suite 709,Nashville,TN,37600,36.1717,-86.8188,condo,5.0,212470
PRP-05574,629 Livingston Freeway Apt. 003,Sandy Springs,GA,31160,33.9084,-84.3088,single_family,4.0,384270
PRP-05575,0287 James Ranch Apt. 611,Nashville,TN,37996,36.2027,-86.7928,single_family,1.0,529615
PRP-05576,57694 Summer Junctions,Huntersville,NC,27903,35.4416,-80.8603,multi_family,4.0,719583
PRP-05577,3739 Aguilar Island,Tucker,GA,30231,33.8731,-84.1974,single_family,1.0,177755
PRP-05578,53981 Kevin Isle,Charlotte,NC,27254,35.2812,-80.7779,single_family,5.0,209653
PRP-05579,1478 Jeffery Canyon,Brookhaven,GA,31423,33.8955,-84.3716,single_family,1.0,233000
PRP-05580,553 Heather Throughway Suite 631,Tucker,GA,30970,33.8966,-84.268,townhouse,1.0,417403
PRP-05581,1351 Madeline Crossroad,Franklin,TN,38051,35.8807,-86.8866,single_family,5.0,308046
PRP-05582,101 Torres Common,Matthews,NC,28186,35.1874,-80.7958,condo,2.0,520007
PRP-05583,96810 Bauer Place,Tucker,GA,31178,33.8861,-84.2125,single_family,4.0,150000
PRP-05584,249 Justin Park,Brentwood,TN,37399,36.0025,-86.7425,single_family,5.0,376245
PRP-05585,6179 Elizabeth Way,Marietta,GA,30068,33.9798,-84.5561,single_family,3.0,177548
PRP-05586,68346 Diane Garden,Tucker,GA,30012,33.9294,-84.1827,condo,3.0,225684
PRP-05587,449 Williams Groves,Brentwood,TN,38328,35.9676,-86.7177,condo,3.0,158330
PRP-05588,9148 Klein Mill,Sandy Springs,GA,30892,33.9514,-84.3974,single_family,6.0,393515
PRP-05589,8350 Nelson Hollow,Brentwood,TN,37920,36.0385,-86.7351,townhouse,6.0,312161
PRP-05590,9693 Duffy Crest Suite 513,Franklin,TN,37992,35.9712,-86.8375,single_family,2.0,440697
PRP-05591,50188 Emily Station Suite 183,Brookhaven,GA,30130,33.8669,-84.2773,townhouse,3.0,286940
PRP-05592,8763 Jermaine Gateway,Nashville,TN,37146,36.1721,-86.7315,single_family,6.0,432888
PRP-05593,43844 Wilson Corner Apt. 158,Franklin,TN,37583,35.9707,-86.8713,single_family,6.0,374179
PRP-05594,844 Burnett Ridge,East Point,GA,30517,33.7566,-84.4889,townhouse,5.0,184740
PRP-05595,62428 Shepherd Mount,Atlanta,GA,30843,33.7794,-84.4273,condo,6.0,290571
PRP-05596,99523 Lopez Ways Suite 411,Franklin,TN,38128,35.9653,-86.9102,townhouse,3.0,179575
PRP-05597,725 Hood Rapid Suite 476,Marietta,GA,31414,33.9179,-84.4813,land,,314654
PRP-05598,0452 Beth Islands,Sandy Springs,GA,31863,33.8871,-84.3524,townhouse,5.0,162615
